isoform	chrom	strand	length	exons	structural_category	associated_gene	associated_transcript	ref_length	ref_exons	diff_to_TSS	diff_to_TTS	subcategory	RTS_stage	all_canonical	min_sample_cov	min_cov	min_cov_pos	sd_cov	FL	n_indels	n_indels_junc	bite	iso_exp	gene_exp	ratio_exp	FSM_class	coding	ORF_length	CDS_length	CDS_start	CDS_end	perc_A_downstream_TTS
PB.5689.7	chr20	-	2125	9	full-splice_match	AURKA	ENST00000395913.7	2169	9	44	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	403	1212	146	1357	15.0
PB.5689.6	chr20	-	2157	10	full-splice_match	AURKA	ENST00000395914.5	2238	10	80	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	403	1212	178	1389	15.0
PB.5689.5	chr20	-	2227	10	full-splice_match	AURKA	ENST00000312783.10	2223	10	-4	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	403	1212	248	1459	15.0
PB.5689.4	chr20	-	2282	11	novel_in_catalog	AURKA	novel	2238	10	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	C	coding	403	1212	303	1514	15.0
PB.7851.1	chr7	-	1830	14	novel_in_catalog	ICA1	novel	2458	14	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	483	1452	230	1681	25.0
PB.569.1	chr1	+	3525	21	incomplete-splice_match	PDE4DIP	ENST00000369349.7	4677	23	-182	12102	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	953	2862	328	3189	30.0
PB.8837.2	chr9	+	2519	11	full-splice_match	PTGS1	ENST00000223423.8	2328	11	-68	-123	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	562	1689	74	1762	20.0
PB.398.5	chr1	+	2337	13	novel_in_catalog	SRSF11	novel	2385	13	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	484	1455	83	1537	85.0
PB.7072.3	chr5	+	2617	18	incomplete-splice_match	MSH3	ENST00000265081.6	4092	24	6	88788	3prime_fragment	FALSE	non_canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	C	coding	847	2541	75	2615	25.0
PB.7072.2	chr5	+	4462	24	full-splice_match	MSH3	ENST00000265081.6	4092	24	-19	-351	multi-exon	FALSE	non_canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	1137	3414	100	3513	25.0
PB.4693.1	chr19	+	1563	1	full-splice_match	ZNF224	ENST00000589060.1	1552	1	-30	19	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	A	non_coding	NA	NA	NA	NA	90.0
PB.6750.8	chr4	-	3018	12	full-splice_match	SEC31A	ENST00000436790.6	1717	12	-21	-1280	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	509	1530	123	1652	100.0
PB.7550.1	chr6	-	1857	5	full-splice_match	CCND3	ENST00000372991.8	2085	5	201	27	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	237	714	164	877	35.0
PB.3094.1	chr15	+	1896	8	full-splice_match	RCCD1	ENST00000394258.6	2689	8	14	779	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	376	1131	189	1319	15.0
PB.7721.1	chr6	-	2468	4	novel_in_catalog	CTGF	novel	2339	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	178	537	847	1383	25.0
PB.8843.1	chr9	+	1622	10	full-splice_match	NEK6	ENST00000320246.9	3447	10	-25	1850	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	313	942	171	1112	25.0
PB.7550.2	chr6	-	1880	4	novel_in_catalog	CCND3	novel	2085	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	276	831	155	985	20.0
PB.7072.4	chr5	+	3542	24	full-splice_match	MSH3	ENST00000265081.6	4092	24	6	544	multi-exon	FALSE	non_canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	1137	3414	75	3488	50.0
PB.6573.2	chr3	-	2101	14	novel_in_catalog	SDHAP1	novel	706	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	B	coding	150	453	1440	1892	70.0
PB.216.1	chr1	+	4857	11	full-splice_match	TXLNA	ENST00000373610.7	4854	11	-4	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	546	1641	128	1768	10.0
PB.8582.3	chr8	-	4496	32	full-splice_match	PTK2	ENST00000522684.5	4955	32	-46	505	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	10	1	TRUE	NA	NA	NA	C	coding	1052	3159	277	3435	30.0
PB.3712.1	chr17	-	3605	15	full-splice_match	AKAP10	ENST00000225737.10	4072	15	4	463	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	640	1923	221	2143	30.0
PB.8478.1	chr8	-	2014	2	full-splice_match	GS1-251I9.4	ENST00000524003.1	2171	2	150	7	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	non_coding	NA	NA	NA	NA	50.0
PB.756.1	chr1	-	2894	13	full-splice_match	SCYL3	ENST00000367771.10	6364	13	11	3459	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	688	2067	205	2271	40.0
PB.4740.1	chr19	+	4329	17	full-splice_match	DHX34	ENST00000328771.8	4372	17	34	9	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	1143	3432	316	3747	10.0
PB.4740.2	chr19	+	3901	17	full-splice_match	DHX34	ENST00000328771.8	4372	17	53	418	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	1143	3432	297	3728	15.0
PB.5870.2	chr22	+	1776	4	full-splice_match	UBE2L3	ENST00000342192.8	3028	4	167	1085	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	154	465	32	496	45.0
PB.4219.3	chr18	-	3271	6	full-splice_match	TPGS2	ENST00000589049.5	1102	6	-223	-1946	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	227	684	238	921	20.0
PB.7792.1	chr6_KI270797v1_alt	+	2082	18	antisense		novel	NA	NA	NA	NA	multi-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	B	coding	678	2037	39	2075	30.0
PB.8418.2	chr8	-	2417	8	novel_in_catalog	LYPLA1	novel	2585	9	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	4	1	TRUE	NA	NA	NA	C	coding	203	612	112	723	25.0
PB.6573.1	chr3	-	2266	15	novel_in_catalog	SDHAP1	novel	706	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	B	coding	150	453	1449	1901	65.0
PB.8418.4	chr8	-	2399	8	novel_in_catalog	LYPLA1	novel	2585	9	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	10	2	TRUE	NA	NA	NA	C	coding	121	366	343	708	15.0
PB.8418.5	chr8	-	1448	9	full-splice_match	LYPLA1	ENST00000316963.7	2585	9	88	1049	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	225	678	122	799	70.0
PB.856.1	chr1	+	3965	19	full-splice_match	CR2	ENST00000367058.7	4063	19	96	2	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	1033	3102	94	3195	20.0
PB.8265.2	chr7	+	2110	11	full-splice_match	ACTR3B	ENST00000397282.2	1692	11	11	-429	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	326	981	305	1285	5.0
PB.8843.2	chr9	+	2595	10	full-splice_match	NEK6	ENST00000320246.9	3447	10	-19	871	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	313	942	165	1106	30.0
PB.2577.1	chr14	+	2137	10	full-splice_match	NOP9	ENST00000267425.7	6033	10	-12	3908	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	5	NA	TRUE	NA	NA	NA	A	coding	636	1911	106	2016	25.0
PB.2071.1	chr12	+	2022	2	full-splice_match	HOXC10	ENST00000303460.4	1936	2	-89	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	312	939	254	1192	20.0
PB.6852.1	chr4	+	1809	7	novel_not_in_catalog	SMAD1	novel	616	2	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	465	1398	271	1668	90.0
PB.8973.1	chr9	-	1711	1	full-splice_match	MAN1B1-AS1	ENST00000596585.3	1872	1	161	0	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	A	coding	78	237	66	302	20.0
PB.960.1	chr1	+	4517	12	incomplete-splice_match	MTR	ENST00000366576.3	5234	20	27837	-248	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	11	NA	TRUE	NA	NA	NA	B	coding	457	1374	122	1495	30.0
PB.5171.1	chr2	+	2336	19	novel_not_in_catalog	TMEM87B	novel	5212	19	NA	NA	any annotated donor/acceptor	FALSE	non_canonical	NA	NA	NA	NA	NA	54	3	TRUE	NA	NA	NA	A	coding	179	540	1444	1983	15.0
PB.7275.1	chr5	+	3015	18	full-splice_match	HMMR	ENST00000393915.8	3102	18	82	5	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	725	2178	62	2239	25.0
PB.6958.2	chr5	+	1415	10	full-splice_match	SKP2	ENST00000274254.9	1537	10	105	17	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	410	1233	170	1402	50.0
PB.1531.1	chr11	-	3058	18	full-splice_match	MTA2	ENST00000278823.6	3058	18	-56	56	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	668	2007	447	2453	25.0
PB.2694.1	chr14	-	1399	4	full-splice_match	PIGH	ENST00000216452.8	1420	4	19	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	188	567	66	632	25.0
PB.6211.3	chr3	+	4253	6	full-splice_match	WDR6	ENST00000452875.5	3916	6	26	-363	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	1095	3288	302	3589	10.0
PB.1531.2	chr11	-	2921	19	novel_not_in_catalog	MTA2	novel	3058	18	NA	NA	any annotated donor/acceptor	TRUE	non_canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	C	coding	668	2007	472	2478	5.0
PB.4689.1	chr19	-	1401	7	full-splice_match	PLAUR	ENST00000340093.7	1548	7	147	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	335	1008	84	1091	25.0
PB.7847.3	chr7	+	1924	6	novel_not_in_catalog	C1GALT1	novel	802	4	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	363	1092	412	1503	90.0
PB.7764.3	chr6	-	2487	7	full-splice_match	MTRF1L	ENST00000464135.5	3651	7	-9	1173	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	238	717	411	1127	95.0
PB.7847.2	chr7	+	2005	4	full-splice_match	C1GALT1	ENST00000436587.6	6235	4	-68	4298	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	363	1092	292	1383	25.0
PB.674.1	chr1	-	3444	6	full-splice_match	RIT1	ENST00000368323.7	3445	6	0	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	219	660	206	865	5.0
PB.7764.2	chr6	-	2534	7	full-splice_match	MTRF1L	ENST00000367233.9	3676	7	-31	1173	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	380	1143	32	1174	95.0
PB.3627.1	chr17	+	3411	7	full-splice_match	XAF1	ENST00000361842.7	3623	7	207	5	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	301	906	33	938	25.0
PB.7012.2	chr5	+	7642	25	novel_in_catalog	MAST4	novel	10711	29	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	B	coding	2185	6558	871	7428	100.0
PB.7012.1	chr5	+	2077	11	incomplete-splice_match	MAST4	ENST00000261569.11	7664	26	35	45374	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	B	coding	388	1167	340	1506	85.0
PB.449.2	chr1	+	3228	3	full-splice_match	DR1	ENST00000370272.8	10148	3	11	6909	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	176	531	748	1278	35.0
PB.7764.1	chr6	-	2981	7	full-splice_match	MTRF1L	ENST00000367233.9	3676	7	-22	717	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	380	1143	23	1165	25.0
PB.262.3	chr1	-	1562	5	full-splice_match	MYCBP	ENST00000397572.4	2818	5	727	529	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	126	381	5	385	5.0
PB.8744.1	chr9	+	4245	5	full-splice_match	SPIN1	ENST00000485565.6	706	5	-52	-3487	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	131	396	437	832	30.0
PB.7847.1	chr7	+	2201	5	novel_not_in_catalog	C1GALT1	novel	802	4	NA	NA	any annotated donor/acceptor	FALSE	non_canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	363	1092	485	1576	25.0
PB.3094.2	chr15	+	1981	7	novel_in_catalog	RCCD1	novel	2689	8	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	165	498	1030	1527	5.0
PB.1164.2	chr10	+	2449	2	full-splice_match	IFIT3	ENST00000371811.4	2455	2	3	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	490	1473	137	1609	30.0
PB.1164.1	chr10	+	1995	2	full-splice_match	IFIT3	ENST00000371818.8	2496	2	85	416	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	490	1473	96	1568	90.0
PB.3776.1	chr17	-	3926	26	full-splice_match	MYO19	ENST00000614623.4	4054	26	127	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	A	coding	970	2913	397	3309	25.0
PB.957.2	chr1	+	2254	10	full-splice_match	LGALS8	ENST00000366584.8	4369	10	370	1745	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	316	951	200	1150	20.0
PB.957.1	chr1	+	4004	10	full-splice_match	LGALS8	ENST00000366584.8	4369	10	347	18	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	316	951	223	1173	90.0
PB.4768.1	chr19	+	4041	25	full-splice_match	TRPM4	ENST00000252826.9	4109	25	67	1	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	1214	3645	60	3704	15.0
PB.1917.1	chr12	+	3151	15	full-splice_match	PEX5	ENST00000266563.9	3252	15	99	2	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	602	1809	85	1893	20.0
PB.8540.1	chr8	-	5049	26	novel_not_in_catalog	TAF2	novel	5048	26	NA	NA	any annotated donor/acceptor	TRUE	non_canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	B	coding	1030	3093	808	3900	15.0
PB.4486.2	chr19	-	4353	21	full-splice_match	RFX1	ENST00000254325.8	4332	21	-25	4	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	979	2940	261	3200	20.0
PB.5038.1	chr2	+	3283	6	full-splice_match	ETAA1	ENST00000272342.5	3418	6	-3	138	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	926	2781	134	2914	25.0
PB.5038.2	chr2	+	3056	6	full-splice_match	ETAA1	ENST00000272342.5	3418	6	14	348	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	926	2781	117	2897	30.0
PB.8211.2	chr7	+	3972	19	full-splice_match	TRIM24	ENST00000343526.8	8410	19	27	4411	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	1050	3153	189	3341	30.0
PB.8211.1	chr7	+	3985	19	full-splice_match	TRIM24	ENST00000415680.6	3799	19	-191	5	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	1016	3051	306	3356	40.0
PB.6306.1	chr3	+	2010	3	full-splice_match	ARL6IP5	ENST00000273258.3	2101	3	91	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	10	1	TRUE	NA	NA	NA	C	coding	188	567	14	580	15.0
PB.196.8	chr1	+	1545	10	novel_not_in_catalog	RCC1	novel	2715	12	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	B	coding	421	1266	56	1321	40.0
PB.6305.1	chr3	-	2136	18	full-splice_match	UBA3	ENST00000361055.8	2154	18	25	-7	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	463	1392	31	1422	40.0
PB.2365.1	chr13	-	3279	8	full-splice_match	ZMYM5	ENST00000337963.8	3268	8	-11	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	11	NA	TRUE	NA	NA	NA	A	coding	669	2010	277	2286	25.0
PB.9236.3	chrX	-	2358	1	novel_in_catalog	LAMP2	novel	2089	9	30513	8668	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	10.0
PB.8366.1	chr8	-	1596	7	full-splice_match	PPP2CB	ENST00000221138.8	2006	7	399	11	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	A	coding	309	930	53	982	40.0
PB.6425.2	chr3	+	1246	1	incomplete-splice_match	CDV3	ENST00000264993.7	3307	5	15283	3	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	20.0
PB.341.1	chr1	+	1933	3	full-splice_match	CDKN2C	ENST00000396148.1	2086	3	145	8	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	6	NA	TRUE	NA	NA	NA	A	coding	124	375	1204	1578	45.0
PB.2992.5	chr15	-	1656	6	novel_not_in_catalog	AAGAB	novel	2841	10	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	35.0
PB.2992.4	chr15	-	2250	10	full-splice_match	AAGAB	ENST00000561452.5	2251	10	35	-34	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	206	621	482	1102	35.0
PB.4455.3	chr19	+	2489	4	full-splice_match	ZNF791	ENST00000343325.8	4554	4	6	2059	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	26	2	TRUE	NA	NA	NA	C	coding	576	1731	157	1887	100.0
PB.4455.2	chr19	+	2349	4	full-splice_match	ZNF791	ENST00000343325.8	4554	4	2	2203	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	576	1731	161	1891	60.0
PB.2224.1	chr12	-	3175	21	full-splice_match	APPL2	ENST00000258530.7	3239	21	64	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	664	1995	163	2157	15.0
PB.6306.2	chr3	+	946	3	full-splice_match	ARL6IP5	ENST00000273258.3	2101	3	59	1096	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	188	567	46	612	70.0
PB.2992.3	chr15	-	2147	10	full-splice_match	AAGAB	ENST00000261880.9	2841	10	68	626	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	315	948	38	985	25.0
PB.2224.2	chr12	-	2979	20	novel_in_catalog	APPL2	novel	3239	21	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	617	1854	109	1962	15.0
PB.2883.2	chr15	+	4278	4	full-splice_match	OIP5-AS1	ENST00000500949.6	8829	4	-15	4566	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	90.0
PB.2883.1	chr15	+	1964	4	full-splice_match	OIP5-AS1	ENST00000500949.6	8829	4	-37	6902	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	30.0
PB.5407.10	chr2	+	1515	1	incomplete-splice_match	ACSL3	ENST00000357430.7	5679	17	82183	8	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	45.0
PB.1144.1	chr10	+	2040	4	full-splice_match	TMEM254	ENST00000372281.7	2042	4	-5	7	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	123	372	36	407	20.0
PB.8065.1	chr7	+	1613	10	full-splice_match	ARPC1A	ENST00000262942.9	1565	10	-41	-7	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	370	1113	166	1278	5.0
PB.1496.3	chr11	+	3325	1	incomplete-splice_match	ZFP91	ENST00000316059.6	5220	11	38524	83	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	20.0
PB.1496.2	chr11	+	5063	11	full-splice_match	ZFP91	ENST00000316059.6	5220	11	74	83	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	11	NA	TRUE	NA	NA	NA	C	coding	570	1713	98	1810	20.0
PB.795.1	chr1	-	4207	15	full-splice_match	IVNS1ABP	ENST00000367498.7	4199	15	-12	4	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	642	1929	636	2564	35.0
PB.373.1	chr1	-	1905	9	full-splice_match	CYP2J2	ENST00000371204.3	1896	9	-17	8	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	A	coding	498	1497	74	1570	15.0
PB.4178.3	chr18	+	1300	1	full-splice_match	CHMP1B	ENST00000526991.2	3054	1	15	1739	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	C	coding	196	591	111	701	30.0
PB.4178.2	chr18	+	2957	1	full-splice_match	CHMP1B	ENST00000526991.2	3054	1	1	96	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	C	coding	196	591	125	715	30.0
PB.4023.4	chr17	+	2809	11	full-splice_match	KPNA2	ENST00000330459.7	2181	11	216	-844	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	7	NA	TRUE	NA	NA	NA	C	coding	529	1590	130	1719	30.0
PB.7839.1	chr7	+	3774	16	full-splice_match	USP42	ENST00000479544.6	4286	16	-8	520	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	1233	3699	76	3774	85.0
PB.4023.2	chr17	+	2226	10	novel_in_catalog	KPNA2	novel	2181	11	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	392	1179	131	1309	15.0
PB.4023.3	chr17	+	1754	11	full-splice_match	KPNA2	ENST00000330459.7	2181	11	215	212	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	529	1590	131	1720	15.0
PB.4023.1	chr17	+	1979	11	full-splice_match	KPNA2	ENST00000330459.7	2181	11	214	-12	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	529	1590	132	1721	10.0
PB.2132.3	chr12	-	4787	8	novel_in_catalog	CTDSP2	novel	4795	8	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	277	834	284	1117	30.0
PB.2132.2	chr12	-	4788	8	full-splice_match	CTDSP2	ENST00000398073.6	4795	8	4	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	271	816	301	1116	30.0
PB.2132.1	chr12	-	2867	1	incomplete-splice_match	CTDSP2	ENST00000398073.6	4795	8	23941	5	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	coding	111	336	50	385	30.0
PB.2132.4	chr12	-	1611	8	full-splice_match	CTDSP2	ENST00000398073.6	4795	8	304	2880	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	271	816	1	816	30.0
PB.6432.1	chr3	+	1818	15	full-splice_match	PCCB	ENST00000251654.8	1833	15	15	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	539	1620	56	1675	15.0
PB.1907.2	chr12	+	2645	11	novel_in_catalog	ENO2	novel	547	6	NA	NA	combination_of_known_junctions	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	341	1026	725	1750	20.0
